Year,Months,S/S0,ExpS/S0,LogS/S0,S/S02,S/S03,S/S04,Tmax,Tavg,Tmin,Tmax/S0,Tavg/S0,Tmin/S0,RH,RH/S0,A,SinA,TanA,SinhA,TanhA,H0,Hroud,H
2015,3,0.999795965,2.717727262,-8.86E-05,0.999591972,0.999388021,0.999184111,23.31,15.98,9.06,1.973186657,1.35270368,0.766927118,40.75,3.449479033,-2.417734805,-0.042184911,-0.042222497,-0.042209957,-0.042172405,31.98387097,,19.83
2015,4,1.001861966,2.723347892,0.00080789,1.003727399,1.005596306,1.007468692,27.63,19.99,12.5,2.169789104,1.569818465,0.981627354,36.7,2.882057912,9.414893347,0.163582404,0.165816,0.165061368,0.162857726,36.92982456,,21.05
2015,5,1.00242218,2.724873977,0.001050667,1.004850227,1.007284155,1.009723979,29.54,22.64,15.78,2.185926768,1.675334531,1.167702248,38.97,2.88373616,18.79191752,0.322132152,0.340270362,0.33389277,0.316705301,40.07462687,,26.85
2015,6,1.002509987,2.72511325,0.001088708,1.005026274,1.007548877,1.010077811,31.74,25.45,19.37,2.282888938,1.830482781,1.393180804,42.66,3.068306305,23.085911,0.392110921,0.42624554,0.413916395,0.382449055,41.04477612,,27.5
2015,7,1.001924134,2.723517203,0.000834838,1.003851971,1.005783517,1.007718779,34.3,27.06,21.21,2.498641865,1.971231745,1.545078541,44.12,3.213996475,21.18369356,0.361359215,0.387547056,0.378206331,0.353751325,40.41538462,,26.27
2015,8,1.000707034,2.720204425,0.000306952,1.001414567,1.002122601,1.002831136,33.09,26.54,21.68,2.533542138,2.032040144,1.65993332,48.63,3.723365191,13.45495968,0.23268091,0.239247505,0.236997687,0.230609729,37.8,,24.57
2015,9,0.998868921,2.715208974,-0.0004915,0.99773912,0.996610598,0.995483352,31.1,24.63,20.1,2.555233337,2.023646209,1.651453057,47.69,3.918298324,2.216886783,0.03868232,0.038711293,0.038701628,0.038672677,33.29230769,,21.64
2015,10,0.996726851,2.709399032,-0.001423842,0.993464415,0.990212658,0.986971544,28.51,22.14,17.62,2.533919626,1.967765013,1.566035209,53.99,4.798538079,-9.599397234,-0.166758374,-0.169126519,-0.168326002,-0.165990865,27.42622951,,16.73
2015,11,0.99588878,2.707129316,-0.00178916,0.991794463,0.987716978,0.983656257,24.83,18.86,14.17,2.37023948,1.800351051,1.352649756,51.19,4.886530769,-18.91195474,-0.324114811,-0.34260965,-0.336102246,-0.318588955,22.15789474,,12.63
2015,12,0.996042011,2.707544164,-0.001722343,0.992099688,0.988172969,0.984261792,20.33,13.74,8.84,2.012876152,1.360399328,0.87524964,52,5.148527295,-23.04962764,-0.391528292,-0.425497423,-0.41323111,-0.381908286,19.73214286,,11.05
